sample,narmaInput,narmaTarget,receivedPhase,delayedBpskTarget,receivedReal,receivedImag
301,0.404412231302061,0.432096748981537,0.25664299528296,-1,0.828871984804889,0.864211056214672
302,0.451671694302032,0.534498207634434,-0.877194839569242,1,-0.395082099766635,-0.160465797027434
303,0.0457032176044871,0.405818827071507,-0.750390213545198,1,-0.801716293396776,-0.799753063928841
304,0.0671154068321557,0.312120661853134,0.0118227505972205,-1,0.381906907893609,0.0141914146337888
305,0.255306941089832,0.286995618886135,0.261681520106104,-1,0.744431385116386,0.801178549166826
306,0.120250638973189,0.390488718924181,-0.937802812045455,1,-0.417768969623918,-0.0826863394170607
307,0.160831743760849,0.346380321386503,-0.717769173124706,1,-0.737777686145279,-0.904654745667886
308,0.0875513952152418,0.355759581264127,0.071867406518655,-1,0.401118888185635,0.0921347596959688
309,0.0843623303212419,0.329285508422645,0.263241895293053,-1,0.790370793758147,0.859026383548412
310,0.465174482713941,0.320802408685204,0.173512558003217,1,1.05520560191358,0.639867554594546
311,0.419237120372281,0.538001061190668,0.287930853112075,1,0.82898966934854,1.05450104229659
312,0.0316777644585255,0.648198891383974,0.794549718816804,1,-0.162293404674106,0.122212719089121
313,0.0513762992821863,0.42412724332785,-0.713976461028454,1,-0.591405209059107,-0.743078533988615
314,0.132471007924267,0.316221321464642,0.114136248231028,-1,0.468441125849158,0.175557994737493
315,0.174296557712095,0.308150247098081,0.280174879080879,-1,0.7970447814293,0.964540090169936
316,0.00297686123926888,0.28516605820682,0.175731904073222,1,1.05586562777888,0.650379504347563
317,0.124060221591747,0.241477447930791,0.782839173096607,1,-0.381321728702918,0.309769657911733
318,0.275958503819356,0.234220271179993,-0.689596826781286,1,-0.567681782549383,-0.837598484673857
319,0.112582973630642,0.247881096990686,0.0424802642557501,-1,0.419181337155192,0.0562766338273513
320,0.106206561881438,0.297095879888191,0.891653145549325,-1,-0.566660005924399,0.200691921749556
321,0.241464691345171,0.308511348896965,-0.578300898219393,1,-0.335832086131678,-1.3375804173465
322,0.157692701841004,0.255101819196695,-0.783232416186864,-1,-1.04374341095793,-0.845754792305496
323,0.0303343323596136,0.225901799466582,-0.734696271952716,-1,-0.873398943450687,-0.961694767436579
324,0.086168678903114,0.204517733660633,-0.655178952584236,-1,-0.690523282061175,-1.3024004302529
325,0.254173431899503,0.210553031119891,-0.669222164522193,-1,-0.717431615937884,-1.21990438399807
326,0.401473150649753,0.190729763199381,-0.674629983446255,-1,-0.762427911144699,-1.24742182636245
327,0.497830663215948,0.254969262865057,-0.674645236719836,-1,-0.723163092352564,-1.18305255258656
328,0.284387254733099,0.413533848140826,-0.682651710254128,-1,-0.849048123435396,-1.31356901766632
329,0.282188500688625,0.326027162474333,-0.657589652911598,-1,-0.658661788273198,-1.21989217806842
330,0.000844793005028044,0.286564352509613,-0.671167187493801,-1,-0.764111623975218,-1.28129590439884
331,0.134437244212728,0.224623473952519,-0.683672898419606,-1,-0.811554720180041,-1.24677087458056
332,0.0681012525269308,0.228303768254063,-0.667400955254466,-1,-0.717509828075657,-1.23616910469378
333,0.489108544270965,0.200878064626901,-0.22513124619085,-1,0.192571092171822,-0.164608619686471
334,0.106734891252136,0.249000724606293,0.269707344856328,-1,0.670134180592046,0.758710670362494
335,0.119631272536133,0.247579605437635,0.167458287102259,1,0.980372352212502,0.569273770571276
336,0.471171219387125,0.27877728366468,0.829314122598912,1,-0.419502667781297,0.249314815684451
337,0.45001736442042,0.573256317895736,-0.729704779253947,1,-0.709345797174108,-0.806100781710474
338,0.185940863420659,0.550752315987082,-0.83101957939646,-1,-0.99918298604378,-0.586603461031343
339,0.0274756793778264,0.431108822111426,-0.721799139060985,-1,-0.747183789152749,-0.892866412388386
340,0.334175529642315,0.299871964448466,-0.223617471334477,-1,0.199767135907617,-0.16912221623946
341,0.030477612482096,0.30659130596916,0.89039659244033,-1,-0.739539602643767,0.265210259992833
342,0.0768110573744026,0.246691896161322,-0.201690669951117,1,0.716810346985995,-0.526632772662224
343,0.352752586136986,0.272107524049103,0.395317747796851,-1,0.413014790148363,1.21025840730624
344,0.197479967776147,0.285125382881424,0.216431912225096,1,1.04523455882683,0.84513866097235
345,0.397589436523128,0.270755715086325,0.289470847603071,1,0.814516656562593,1.04647178168163
346,0.272538943171309,0.50981160247264,0.834917028081265,1,-0.286166467004282,0.163325347508746
347,0.0475906018037776,0.532403936160624,-0.0917853870000725,1,0.824174822422001,-0.244466106248923
348,0.129913648788375,0.371628435237507,0.40918285469277,-1,0.390365093766014,1.33088343668165
349,0.162606079225567,0.282362617023774,0.211894743806913,1,1.0578730916316,0.830703163703863
350,0.0690528457480466,0.313899118667485,0.254470903297263,1,0.871507439197482,0.896339825231119
